id,filename,label,provider,domain,topic,word_count,timestamp
169,fake_paper_169.txt,AI,gemini,Optimization / Deep Learning,Adaptive Gradient Clipping for Training Stability in Large-Scale Neural Networks,2384,2026-04-02T07:49:50.065526
170,fake_paper_170.txt,AI,gemini,Federated Learning / Medical Image Analysis,Federated Learning for Privacy-Preserving Medical Image Segmentation,1898,2026-04-02T07:50:55.047039
171,fake_paper_171.txt,AI,gemini,Distribution Shift,Test-Time Adaptation via Self-Supervised Auxiliary Tasks under Covariate Shift,2092,2026-04-02T07:51:24.233886
172,fake_paper_172.txt,AI,gemini,Generative Models / Diffusion,Latent Diffusion Models for High-Fidelity Medical Image Synthesis,2215,2026-04-02T07:52:15.322957
173,fake_paper_173.txt,AI,gemini,NLP / Dialogue Systems,Persona-Consistent Response Generation with Memory-Augmented Transformers,1953,2026-04-02T07:52:43.634254
174,fake_paper_174.txt,AI,gemini,Mixture of Experts,Sparse Gating Mechanisms for Conditional Computation in Vision Transformers,2331,2026-04-02T07:53:39.455260
175,fake_paper_175.txt,AI,gemini,Multimodal Learning / Document Understanding,Layout-Aware Multimodal Transformers for Document Information Extraction,2254,2026-04-02T07:54:10.104378
176,fake_paper_176.txt,AI,gemini,NLP / Clinical Text Mining,Transformer-Based Extraction of Adverse Drug Events from Clinical Notes,2497,2026-04-02T07:54:43.048633
177,fake_paper_177.txt,AI,gemini,Neural Reasoning,Chain-of-Thought Distillation for Multi-Hop Question Answering,2243,2026-04-02T07:55:31.806698
178,fake_paper_178.txt,AI,gemini,Large Language Models,Parameter-Efficient Fine-Tuning of Large Language Models via Adaptive LoRA,2086,2026-04-02T07:57:00.173123
179,fake_paper_179.txt,AI,gemini,Computer Vision / Semantic Segmentation,Boundary-Aware Transformer for Weakly Supervised Semantic Segmentation,2080,2026-04-02T07:57:29.260581
180,fake_paper_180.txt,AI,gemini,Adversarial Robustness,Certified Adversarial Robustness via Randomized Smoothing with Tight Bounds,2014,2026-04-02T07:57:57.687158
181,fake_paper_181.txt,AI,gemini,Neural Compression,Learned Image Compression with Entropy Coding and Hyperprior Models,2234,2026-04-02T07:58:29.148391
182,fake_paper_182.txt,AI,gemini,Meta-Learning,Task-Agnostic Meta-Learning via Latent Space Optimization,2303,2026-04-02T07:59:00.817243
183,fake_paper_183.txt,AI,gemini,NLP / Code Generation,Execution-Guided Neural Program Synthesis with Type-Constrained Decoding,1904,2026-04-02T07:59:25.836558
184,fake_paper_184.txt,AI,gemini,Bayesian Deep Learning,Scalable Bayesian Neural Networks via Structured Variational Inference,2383,2026-04-02T08:01:07.089699
185,fake_paper_185.txt,AI,gemini,Reinforcement Learning / Multi-Agent Systems,Cooperative Multi-Agent Reinforcement Learning with Communication Constraints,2779,2026-04-02T08:03:29.603873
186,fake_paper_186.txt,AI,gemini,Semi-Supervised Learning,Consistency Regularization with Stochastic Augmentation Graphs for SSL,2166,2026-04-02T08:03:49.978197
187,fake_paper_187.txt,AI,gemini,Quantum Machine Learning,Variational Quantum Circuits for Binary Classification on NISQ Devices,2258,2026-04-02T08:04:21.782435
188,fake_paper_188.txt,AI,gemini,Privacy-Preserving Machine Learning,Secure Multi-Party Computation for Distributed Model Training,2805,2026-04-02T08:04:57.705762
189,fake_paper_189.txt,AI,gemini,Knowledge Graph Embedding,Relational Hyperbolic Embeddings for Knowledge Graph Completion,1886,2026-04-02T08:05:43.015258
190,fake_paper_190.txt,AI,gemini,Neural Architecture Search,Differentiable Architecture Search with Hardware-Aware Efficiency Constraints,2079,2026-04-02T08:06:12.069567
191,fake_paper_191.txt,AI,gemini,Graph Neural Networks / Recommendation Systems,Dynamic Graph Attention Networks for Session-Based Recommendation,2420,2026-04-02T08:06:43.755521
192,fake_paper_192.txt,AI,gemini,Computer Vision / 3D Point Clouds,PointFlow: Normalizing Flows for 3D Point Cloud Generation,2259,2026-04-02T08:07:15.614587
193,fake_paper_193.txt,AI,gemini,Self-Supervised Learning / Speech Processing,Contrastive Self-Supervised Learning for Low-Resource Speech Recognition,2800,2026-04-02T08:07:52.239401
194,fake_paper_194.txt,AI,gemini,Contrastive Learning / Multi-Modal,Cross-Modal Contrastive Alignment for Vision-Language Pretraining,2256,2026-04-02T08:08:26.582461
195,fake_paper_195.txt,AI,gemini,Offline Reinforcement Learning,Conservative Policy Optimization for Offline Reinforcement Learning,3083,2026-04-02T08:10:05.688127
196,fake_paper_196.txt,AI,gemini,Explainable AI / Computer Vision,Gradient-Based Saliency Maps with Causal Attribution for Medical Diagnosis,2261,2026-04-02T08:11:55.632178
197,fake_paper_197.txt,AI,gemini,Explainable AI / NLP,Attention Flow Analysis for Interpretable Text Classification,2160,2026-04-02T08:13:31.326812
198,fake_paper_198.txt,AI,gemini,Federated Learning / Differential Privacy,Differentially Private Gradient Aggregation in Cross-Silo Federated Learning,2231,2026-04-02T08:14:04.417097
199,fake_paper_199.txt,AI,gemini,Self-Supervised Learning / Computer Vision,Masked Autoencoders with Hierarchical Token Prediction for Dense Prediction,2248,2026-04-02T08:14:34.646198
200,fake_paper_200.txt,AI,gemini,Multimodal Learning / Audio-Visual,Audio-Visual Source Separation via Cross-Modal Attention Fusion,2083,2026-04-02T08:15:03.733298
201,fake_paper_201.txt,AI,gemini,Time Series Analysis / Forecasting,Probabilistic Transformer Forecasting with Conformal Prediction Intervals,2675,2026-04-02T08:15:38.658981
202,fake_paper_202.txt,AI,gemini,Computer Vision / Few-Shot Learning,Prototype Calibration Networks for Few-Shot Image Classification,2272,2026-04-02T08:16:12.563279
203,fake_paper_203.txt,AI,gemini,Generative Models / GANs,Conditional Wasserstein GANs for Tabular Data Augmentation,2018,2026-04-02T08:17:14.046416
204,fake_paper_204.txt,AI,gemini,Natural Language Processing / Low-Resource NLP,Cross-Lingual Transfer Learning for Low-Resource Named Entity Recognition,1981,2026-04-02T08:17:41.940136
205,fake_paper_205.txt,AI,gemini,Graph Neural Networks / Natural Language Processing,Heterogeneous Graph Transformers for Biomedical Relation Extraction,2042,2026-04-02T08:18:57.099214
206,fake_paper_206.txt,AI,gemini,Causal Inference / Machine Learning,Causal Representation Learning for Out-of-Distribution Generalization,2066,2026-04-02T08:19:30.186885
207,fake_paper_207.txt,AI,gemini,Tabular Machine Learning,TabNet Revisited: Gated Feature Selection with Self-Supervised Pretraining,2556,2026-04-02T08:21:38.196761
208,fake_paper_208.txt,AI,gemini,Natural Language Processing / Efficient Transformers,Sparse Mixture-of-Experts Attention for Long-Document Summarization,2968,2026-04-02T08:23:04.299340
209,fake_paper_209.txt,AI,gemini,Commonsense Reasoning,Neurosymbolic Integration for Commonsense Inference in Open-Domain QA,2532,2026-04-02T08:23:51.548694
210,fake_paper_210.txt,AI,gemini,Fairness in Machine Learning,Mitigating Demographic Bias in Large Language Models via Contrastive Fine-Tuning,2528,2026-04-02T08:24:38.662778
211,fake_paper_211.txt,AI,gemini,Computer Vision / Remote Sensing,Self-Supervised Change Detection in Multitemporal Satellite Imagery,2180,2026-04-02T08:25:09.063968
212,fake_paper_212.txt,AI,gemini,Computer Vision / Object Detection,Anchor-Free Object Detection with Deformable Convolutional Feature Pyramids,2336,2026-04-02T08:25:49.616096
213,fake_paper_213.txt,AI,gemini,Reinforcement Learning / Robotics,Hierarchical Reinforcement Learning for Multi-Step Manipulation Tasks,2186,2026-04-02T08:26:20.064415
214,fake_paper_214.txt,AI,gemini,Graph Neural Networks / Anomaly Detection,Graph Neural Networks for Supply Chain Anomaly Detection,2352,2026-04-02T08:26:54.467033
215,fake_paper_215.txt,AI,gemini,Multimodal Learning / Vision-Language,Grounded Visual Question Answering with Scene Graph Supervision,2524,2026-04-02T08:28:49.877004
216,fake_paper_216.txt,AI,gemini,Continual Learning,Elastic Weight Consolidation with Dynamic Memory Replay for Continual Learning,2648,2026-04-02T08:29:51.734883
217,fake_paper_217.txt,AI,gemini,Natural Language Processing / Transformers,Improving Transformer Efficiency Using Dynamic Token Pruning,2599,2026-04-02T08:30:25.145327
218,fake_paper_218.txt,AI,gemini,Time Series Analysis / Anomaly Detection,Temporal Convolutional Networks with Attention for Multivariate Anomaly Detection,2202,2026-04-02T08:32:41.455265
219,fake_paper_219.txt,AI,gemini,Optimization / Deep Learning,Adaptive Gradient Clipping for Training Stability in Large-Scale Neural Networks,1975,2026-04-02T08:33:14.629205
220,fake_paper_220.txt,AI,gemini,Federated Learning / Medical Image Analysis,Federated Learning for Privacy-Preserving Medical Image Segmentation,2246,2026-04-02T08:34:33.289314
221,fake_paper_221.txt,AI,gemini,Distribution Shift,Test-Time Adaptation via Self-Supervised Auxiliary Tasks under Covariate Shift,2260,2026-04-02T08:35:20.540125
222,fake_paper_222.txt,AI,gemini,Generative Models / Diffusion,Latent Diffusion Models for High-Fidelity Medical Image Synthesis,2998,2026-04-02T08:36:26.588094
223,fake_paper_223.txt,AI,gemini,NLP / Dialogue Systems,Persona-Consistent Response Generation with Memory-Augmented Transformers,2126,2026-04-02T08:36:48.141112
224,fake_paper_224.txt,AI,gemini,Mixture of Experts,Sparse Gating Mechanisms for Conditional Computation in Vision Transformers,1670,2026-04-02T08:37:31.050493
225,fake_paper_225.txt,AI,gemini,Multimodal Learning / Document Understanding,Layout-Aware Multimodal Transformers for Document Information Extraction,2128,2026-04-02T08:38:02.487788
226,fake_paper_226.txt,AI,gemini,NLP / Clinical Text Mining,Transformer-Based Extraction of Adverse Drug Events from Clinical Notes,2028,2026-04-02T08:38:37.200587
227,fake_paper_227.txt,AI,gemini,Neural Reasoning,Chain-of-Thought Distillation for Multi-Hop Question Answering,2073,2026-04-02T08:39:06.510822
228,fake_paper_228.txt,AI,gemini,Large Language Models,Parameter-Efficient Fine-Tuning of Large Language Models via Adaptive LoRA,1948,2026-04-02T08:39:33.359976
229,fake_paper_229.txt,AI,gemini,Computer Vision / Semantic Segmentation,Boundary-Aware Transformer for Weakly Supervised Semantic Segmentation,2618,2026-04-02T08:39:55.490804
230,fake_paper_230.txt,AI,gemini,Adversarial Robustness,Certified Adversarial Robustness via Randomized Smoothing with Tight Bounds,2273,2026-04-02T08:40:24.970796
231,fake_paper_231.txt,AI,gemini,Neural Compression,Learned Image Compression with Entropy Coding and Hyperprior Models,2204,2026-04-02T08:40:53.241916
232,fake_paper_232.txt,AI,gemini,Meta-Learning,Task-Agnostic Meta-Learning via Latent Space Optimization,2195,2026-04-02T08:41:24.164777
233,fake_paper_233.txt,AI,gemini,NLP / Code Generation,Execution-Guided Neural Program Synthesis with Type-Constrained Decoding,2052,2026-04-02T08:41:51.281936
234,fake_paper_234.txt,AI,gemini,Bayesian Deep Learning,Scalable Bayesian Neural Networks via Structured Variational Inference,1875,2026-04-02T08:42:11.161182
235,fake_paper_235.txt,AI,gemini,Reinforcement Learning / Multi-Agent Systems,Cooperative Multi-Agent Reinforcement Learning with Communication Constraints,2406,2026-04-02T08:42:43.414257
236,fake_paper_236.txt,AI,gemini,Semi-Supervised Learning,Consistency Regularization with Stochastic Augmentation Graphs for SSL,1960,2026-04-02T08:43:10.420563
237,fake_paper_237.txt,AI,gemini,Quantum Machine Learning,Variational Quantum Circuits for Binary Classification on NISQ Devices,2443,2026-04-02T08:43:41.646108
238,fake_paper_238.txt,AI,gemini,Privacy-Preserving Machine Learning,Secure Multi-Party Computation for Distributed Model Training,2355,2026-04-02T08:44:12.789477
239,fake_paper_239.txt,AI,gemini,Knowledge Graph Embedding,Relational Hyperbolic Embeddings for Knowledge Graph Completion,2114,2026-04-02T08:44:41.273656
240,fake_paper_240.txt,AI,gemini,Neural Architecture Search,Differentiable Architecture Search with Hardware-Aware Efficiency Constraints,2209,2026-04-02T08:45:09.371367
241,fake_paper_241.txt,AI,gemini,Graph Neural Networks / Recommendation Systems,Dynamic Graph Attention Networks for Session-Based Recommendation,2502,2026-04-02T08:45:41.993548
242,fake_paper_242.txt,AI,gemini,Computer Vision / 3D Point Clouds,PointFlow: Normalizing Flows for 3D Point Cloud Generation,2404,2026-04-02T08:46:10.353558
243,fake_paper_243.txt,AI,gemini,Self-Supervised Learning / Speech Processing,Contrastive Self-Supervised Learning for Low-Resource Speech Recognition,2002,2026-04-02T08:46:36.859399
244,fake_paper_244.txt,AI,gemini,Contrastive Learning / Multi-Modal,Cross-Modal Contrastive Alignment for Vision-Language Pretraining,1967,2026-04-02T08:47:04.512710
245,fake_paper_245.txt,AI,gemini,Offline Reinforcement Learning,Conservative Policy Optimization for Offline Reinforcement Learning,1950,2026-04-02T08:47:32.405012
246,fake_paper_246.txt,AI,gemini,Explainable AI / Computer Vision,Gradient-Based Saliency Maps with Causal Attribution for Medical Diagnosis,1998,2026-04-02T08:47:59.371017
247,fake_paper_247.txt,AI,gemini,Explainable AI / NLP,Attention Flow Analysis for Interpretable Text Classification,2355,2026-04-02T08:48:27.893778
248,fake_paper_248.txt,AI,gemini,Federated Learning / Differential Privacy,Differentially Private Gradient Aggregation in Cross-Silo Federated Learning,1908,2026-04-02T08:48:47.682639
249,fake_paper_249.txt,AI,gemini,Self-Supervised Learning / Computer Vision,Masked Autoencoders with Hierarchical Token Prediction for Dense Prediction,2112,2026-04-02T08:49:13.370590
250,fake_paper_250.txt,AI,gemini,Multimodal Learning / Audio-Visual,Audio-Visual Source Separation via Cross-Modal Attention Fusion,2972,2026-04-02T08:49:47.467024
